ssn,cc_num,gender,state,zip,city_pop,job,acct_num,profile,trans_num,trans_time,category,amt,is_fraud,distance_km,age,trans_month,trans_day,is_weekend,trans_time_group
717102990,4622398474225677,1,FL,34207,216518,Psychology & Social Service Workers,531068117177,young adults female urban,04f989d98b684e7e08a1062e1b2f984b,19,personal_care,9.73,0,51.0,13.0,12,12,1,Evening
621842970,676123427244,0,TN-KY-AL-LA-MS-AR,37604,92094,Medical & Healthcare Specialists,110477667328,adults 2550 male urban,e11e11b4ecc1bac9a74500918118be8d,23,food_dining,9.64,0,67.0,25.0,5,30,1,Night
593256678,4641511822241329503,0,Low-Volume Mixed,59457,9105,Psychology & Social Service Workers,978936682171,adults 50up male urban,eb813900b0b560741edda6ba0af63a05,23,travel,87.75,0,74.0,57.0,12,28,0,Night
534155055,4028734036275620,1,TX,75217,1263321,Medical & Healthcare Specialists,891967915893,young adults female urban,d9a09560d41e02439f88d6f85066e957,20,food_dining,5.36,0,91.0,21.0,6,7,1,Evening
402888110,676319839806,1,TN-KY-AL-LA-MS-AR,71202,86622,Legal & Policy Professionals,168632396996,adults 2550 female urban,c4be6229e3c5c1692a17568cb529248b,23,health_fitness,8.25,0,91.0,34.0,5,20,0,Night
890760592,213113356831721,0,Low-Volume Mixed,59901,49693,Engineering & Technical Experts,975452148097,adults 2550 male urban,51d92cdb72a3c3e84147205da141c717,21,entertainment,3.92,0,61.0,29.0,2,7,0,Evening
20513238,4537178602926105,1,IL-OH,61372,145,Engineering & Technical Experts,733136397280,adults 2550 female rural,36ced622e457fa14d7002fd5bbea1ae6,18,personal_care,25.58,0,114.0,44.0,12,13,1,Evening
665572534,2234636320661312,0,CA,90701,16591,Engineering & Technical Experts,473774069909,adults 2550 male urban,3db2a6a846ff07e9113764a69523461c,21,travel,48.7,0,60.0,28.0,12,31,0,Evening
555323755,4507422358863883676,1,TN-KY-AL-LA-MS-AR,38104,697385,Psychology & Social Service Workers,14022656812,adults 2550 female urban,a8b49e8e91d1a74287abb1faed9e3be5,19,home,70.43,0,46.0,40.0,7,6,0,Evening
187938956,30534220407649,1,VA-MD,23831,44523,IT & Technology Specialists,584659883639,adults 2550 female urban,64819765a50e8294b76c847260b31e68,17,home,112.16,0,39.0,25.0,7,22,0,Evening
20583849,180009450755254,1,MO-IA-KS,63031,108973,Executive & Senior Management,48018502366,adults 2550 female urban,b3f4593aa22849139755986d9f3d6abc,19,home,103.46,0,33.0,38.0,8,8,1,Evening
251506949,213127464491871,0,TX,75002,93487,Miscellaneous & Low-Transaction Trades,586451096041,adults 2550 male urban,390feef084c39401e82b6ba37708c937,17,kids_pets,43.11,0,117.0,27.0,10,18,1,Evening
797762538,38562944888291,1,New England High,1301,17700,Engineering & Technical Experts,665053248535,adults 2550 female urban,f70720205e3e9aa2f316991b8f259fd3,14,entertainment,23.58,0,68.0,39.0,1,23,0,Day
125707507,561361669873,1,CA,94536,214112,Agriculture & Horticulture Workers,264966137736,adults 2550 female urban,19b87d10cb811b77131e54fc772e3385,18,health_fitness,225.15,0,57.0,26.0,6,18,0,Evening
57573792,213152281321465,0,NY,14094,50666,Transportation & Logistics Workers,551410890492,adults 2550 male urban,037189017653c7ff812e80e3638771f0,18,personal_care,4.13,0,32.0,33.0,12,18,0,Evening
543496828,3524855645689421,0,PA-NJ,15221,687276,Education & Research Professionals,123177980837,adults 50up male urban,8fc13e62e76149029c290df7445da879,19,travel,34.38,0,47.0,55.0,12,20,1,Evening
770698086,4674087721075244,0,TN-KY-AL-LA-MS-AR,41042,49968,Science & Environmental Specialists,510234722289,adults 50up male urban,3455db4d79ab5f56dd1ce83380afbaff,12,home,24.53,0,75.0,90.0,6,24,0,Day
659532529,4436928515628,0,IL-OH,43604,316948,Finance & Banking Professionals,56331813449,young adults male urban,34ff952f39e8b2d6d38d16b93a05f3b3,18,personal_care,52.44,0,62.0,16.0,11,27,0,Evening
149047490,30527532061344,1,TX,78501,131628,Finance & Banking Professionals,372841490531,adults 50up female urban,a0a1941c25fb1322804de1d8f97f59aa,16,kids_pets,67.92,0,25.0,60.0,8,27,0,Evening
454495479,4269932735944326,0,GA-NC-SC,29036,19140,Finance & Banking Professionals,514915394400,adults 50up male urban,ea3edb4583aed86be2ad66f58ef6b348,13,personal_care,81.4,0,84.0,58.0,11,15,1,Day
179042727,2449841539664021,0,AZ-NV-CO-UT,80550,20675,Hospitality & Tourism Workers,2851771848,adults 50up male urban,f4d1bbc45d003a956aa04de04cd5156c,15,home,74.04,0,69.0,47.0,7,13,0,Day
364757378,30028893098538,0,PA-NJ,18966,37999,Agriculture & Horticulture Workers,88534857964,adults 2550 male urban,b4d636f3c1f396f55b8bef1fcf38772a,19,home,9.39,0,65.0,32.0,7,18,1,Evening
562733084,3580287537806429,0,Low-Volume Mixed,83669,7365,Education & Research Professionals,770632699659,adults 2550 male urban,471039ed8979cb8cefce553e932fa010,14,personal_care,12.22,0,91.0,42.0,12,14,0,Day
400213012,4551871451016124,0,NY,12303,162643,Education & Research Professionals,25251769738,adults 2550 male urban,f03e1b1014a0bcd85ffa075946f07053,15,food_dining,93.66,0,67.0,29.0,4,18,1,Day
435749312,180026732044133,1,TN-KY-AL-LA-MS-AR,70072,56344,Psychology & Social Service Workers,481110497017,adults 50up female urban,6b7873a9fa917b151d81d0fd334f8ec0,5,entertainment,104.51,0,99.0,52.0,1,26,1,Day
142750279,2278829037494005,0,IL-OH,60502,206095,Transportation & Logistics Workers,312722396434,young adults male urban,5af140e4b49be5e7c5187cd9d3c4ec1e,12,personal_care,1.65,0,109.0,18.0,11,14,1,Day
43504405,4823463727966696,1,MI-IN-MN-WI,53132,34863,Miscellaneous & Low-Transaction Trades,208953726726,adults 50up female urban,b7f81aadaa8d9cda619c4219409ab310,17,kids_pets,52.96,0,34.0,54.0,10,23,0,Evening
721110288,3513682997323687,0,TN-KY-AL-LA-MS-AR,70669,10131,Education & Research Professionals,11409364782,adults 50up male urban,f612a065f23645713924e59438f944fd,4,entertainment,27.13,0,98.0,51.0,1,3,0,Day
532690453,6011240518437450,1,MO-IA-KS,64127,545147,Finance & Banking Professionals,659122599898,adults 50up female urban,bc27976970c5993e001e80f58ca3fbdf,16,travel,17.47,0,73.0,64.0,12,30,0,Evening
658708320,2241788691798115,0,TX,79930,749635,Medical & Healthcare Specialists,764045565048,adults 2550 male urban,273f82f176d1d21222bbd8fd437c7510,15,health_fitness,64.85,0,79.0,45.0,6,16,0,Day
422488819,30434383858003,1,FL,33309,711693,Miscellaneous & Low-Transaction Trades,785579269914,adults 50up female urban,602d80f3d77e3d692665b2e614055850,4,entertainment,7.32,0,92.0,63.0,2,4,0,Day
423568813,4666988198088455,0,Low-Volume Mixed,83702,255947,Media & Creative Professionals,709544226850,adults 2550 male urban,c95d9418b4c4c18c46c0c469e6abb95c,18,food_dining,16.41,0,105.0,46.0,5,19,0,Evening
736369732,4291847363018,1,WA-OR,97301,249657,Psychology & Social Service Workers,764384274716,adults 50up female urban,a05ecd7f98f4ecb131e8dcfda6fbbf21,22,personal_care,99.98,0,76.0,48.0,11,13,0,Night
756323017,213199970244045,1,TX,77904,80531,Media & Creative Professionals,363687859321,adults 2550 female urban,b4600ed67382efc8d7e9a3aa0d23a8d1,16,kids_pets,169.34,0,28.0,41.0,9,5,1,Evening
628773607,213158047775886,1,New England High,2148,59503,IT & Technology Specialists,190817921961,adults 2550 female urban,b09d50faf854e0f7066acd9ad91217f6,21,kids_pets,60.64,0,77.0,41.0,11,4,0,Evening
34604781,4417881722743848,0,MI-IN-MN-WI,55082,35024,IT & Technology Specialists,724898708144,adults 50up male urban,d43cdcffde6ee1e476e08e69eeb8585c,20,personal_care,160.52,0,110.0,65.0,11,20,0,Evening
326992397,4789092443817420,1,Low-Volume Mixed,96706,62730,IT & Technology Specialists,281848182167,adults 50up female urban,3f98f0b80a66da4061d861003ce65a7c,12,personal_care,51.08,0,68.0,69.0,11,25,0,Day
399176818,348616102937814,1,PA-NJ,16101,55245,Miscellaneous & Low-Transaction Trades,655974166506,adults 50up female urban,32e3bf2ea5664550d42f13f67c965045,23,other,879.44,1,52.0,62.0,2,16,1,Night
797465329,2653420983836343,0,TX,79912,749635,Finance & Banking Professionals,381863636776,adults 50up male urban,fb26623047701cbda6deb29536083d1d,13,personal_care,12.27,0,86.0,61.0,11,1,1,Day
326736032,4820723677609460,0,Low-Volume Mixed,73501,93591,Psychology & Social Service Workers,361945762172,adults 50up male urban,34d5d96ef9879a18c38f3349de1e59f4,23,health_fitness,20.36,0,68.0,46.0,6,5,0,Night
83841028,501880140410,1,GA-NC-SC,29438,2408,Medical & Healthcare Specialists,683289917997,adults 50up female rural,fc8d5580eb969b2364d3d5beb94417d1,22,food_dining,11.48,0,99.0,65.0,4,22,0,Night
353581792,6543314111770315,1,New England High,3833,20955,Transportation & Logistics Workers,341295662186,adults 50up female urban,a4670c63ee6ca7032abfce33ba798e8a,21,health_fitness,2.05,0,74.0,72.0,5,5,0,Evening
776938431,6011498267753937,0,VA-MD,20721,95216,Executive & Senior Management,918403729742,adults 2550 male urban,44cc8e34832063f3604d33ea1202bbdf,18,personal_care,3.95,0,92.0,29.0,12,14,0,Evening
323085918,30143748322544,1,PA-NJ,15224,687276,Science & Environmental Specialists,869046741307,adults 2550 female urban,63926fdeedae161e633bc89587309123,20,personal_care,90.63,0,89.0,40.0,12,20,1,Evening
865831620,4670751678181313,1,CA,92544,117746,Science & Environmental Specialists,15994400856,adults 2550 female urban,8eb5678caf2a4a155e66723e1b650c1c,20,kids_pets,10.2,0,50.0,44.0,10,2,0,Evening
359816296,4633651709101,1,FL,33175,1737737,Finance & Banking Professionals,683588885057,young adults female urban,7637ddd2f20445ae2f12f418440f51b7,21,kids_pets,9.56,0,78.0,17.0,10,16,0,Evening
888310885,4149679927997,1,TX,75208,1263321,Science & Environmental Specialists,351012839821,adults 2550 female urban,bde0a261957f5d639182424b564577cd,20,home,43.35,0,26.0,24.0,7,21,0,Evening
247184400,4034133939231917,0,GA-NC-SC,29360,20977,Media & Creative Professionals,39437058529,adults 2550 male urban,fdf9ba3e70f89c55ecbb2d85b8af3126,22,travel,39.04,0,39.0,28.0,12,30,0,Night
278307608,6597208922644526,0,IL-OH,60521,17597,Engineering & Technical Experts,803268856129,adults 50up male urban,2da8fb5cce18ac2f26a46d482b88a821,20,travel,65.77,0,36.0,90.0,12,24,0,Evening
551916763,5543902083064055,1,MO-IA-KS,64124,545147,Psychology & Social Service Workers,27734379921,adults 2550 female urban,145d41b8de7f8470b703a2bbfb16a0cc,14,entertainment,22.75,0,33.0,43.0,1,26,1,Day
187414111,676239232348,1,TX,77469,97598,Executive & Senior Management,512842934253,adults 50up female urban,1b73e1b0d4102e65efd0d36ab4abe6b8,23,home,18.26,0,59.0,66.0,7,3,0,Night
66655079,676114265579,1,CA,94605,381459,Psychology & Social Service Workers,336714127224,adults 2550 female urban,3b9aa3a97b60fd30069df4b07e36dac4,18,travel,148.62,0,129.0,41.0,12,29,0,Evening
833051351,180091526306296,0,TX,77068,2906700,Education & Research Professionals,726374287608,adults 2550 male urban,9c4550404589db25699bcd87b3cf20ec,16,home,11.46,0,55.0,38.0,7,29,0,Evening
489890627,373671660340966,1,FL,32714,56439,Transportation & Logistics Workers,705282029332,adults 2550 female urban,0791246ae0bdf0cf2c257bc44527247d,14,kids_pets,79.09,0,121.0,34.0,10,4,1,Day
402826201,30301351735465,1,WA-OR,97351,10307,Science & Environmental Specialists,188135817140,adults 2550 female urban,3b0e88014df2f1edff2a02624b09c885,15,personal_care,90.01,0,81.0,38.0,12,1,0,Day
106960447,639020896762,1,IL-OH,44313,272134,IT & Technology Specialists,31816019757,adults 50up female urban,6b9c0fdf1cf0b2745bd0caa060a8ce12,14,kids_pets,2.09,0,87.0,56.0,9,17,0,Day
512339558,4847285814908656697,1,GA-NC-SC,27571,3893,Media & Creative Professionals,133184132540,adults 50up female urban,9794bd7acc16377fd930cd270139ba65,22,kids_pets,40.28,0,72.0,57.0,8,23,1,Night
736450213,3566232769083907,1,IL-OH,60610,2680484,Science & Environmental Specialists,705221568223,adults 50up female urban,e82a67496a7615147f999762a67e24c7,22,food_dining,95.63,0,76.0,77.0,4,17,0,Night
524012611,3524806511753536,0,MO-IA-KS,65340,15937,Education & Research Professionals,838057567759,adults 50up male urban,1d6216eaa328638f0442c81ea8ed6f37,13,home,57.46,0,66.0,50.0,6,23,0,Day
435979984,180097904447602,1,CA,92404,236660,Engineering & Technical Experts,496207028220,adults 2550 female urban,45754276f3ee62bc59570dafdd0bf6e6,16,entertainment,74.31,0,83.0,45.0,2,13,0,Evening
116853248,3508644458811920,0,AZ-NV-CO-UT,86351,17669,Media & Creative Professionals,34769109473,adults 50up male urban,b045fa204e15abd96ef07d70b18a8f1d,21,kids_pets,69.56,0,32.0,48.0,8,10,0,Evening
524658856,3538257830877669,0,AZ-NV-CO-UT,85086,1312922,Psychology & Social Service Workers,594771878134,adults 2550 male urban,ea5eb52e9ead359bf192760541f65fd2,12,health_fitness,18.49,0,16.0,31.0,6,19,0,Day
219230256,4380608607569649,0,CA,95337,74232,Hospitality & Tourism Workers,408934262677,young adults male urban,e06335f0c3c4f466de800fa1aeb21baa,13,entertainment,28.7,0,136.0,11.0,3,31,0,Day
833975641,372230412502596,1,Low-Volume Mixed,88011,143900,Legal & Policy Professionals,659612949590,adults 50up female urban,6617546a867ee94e08c9849959af7ffb,15,home,54.18,0,93.0,50.0,7,9,0,Day
310995754,3598625607237100,0,GA-NC-SC,29414,195110,Education & Research Professionals,445354740992,adults 2550 male urban,942062031fa96229893ef410627e0e10,14,health_fitness,1.36,0,104.0,40.0,6,10,0,Day
668287105,3508973036590775,1,GA-NC-SC,30034,167967,IT & Technology Specialists,854459480708,adults 2550 female urban,c4079d0f32842bcf9035c7c65e2e5ef5,22,home,87.4,0,28.0,28.0,8,23,1,Night
764311723,4360574119610,1,GA-NC-SC,28358,53001,Science & Environmental Specialists,274590344012,adults 2550 female urban,4ae43f17da0be5536cfb5dfb1a73f9d5,23,personal_care,18.99,0,75.0,33.0,12,4,0,Night
651066131,584013392603,0,Low-Volume Mixed,96789,54129,Engineering & Technical Experts,240159953840,adults 50up male urban,60c8178f0f68faced03d54698abef011,14,home,43.6,0,93.0,67.0,6,10,0,Day
149071709,180061065544318,1,TN-KY-AL-LA-MS-AR,71112,69814,Science & Environmental Specialists,714693643583,adults 2550 female urban,2599bfc9a90ef1615f2f60dd0ecbe119,14,kids_pets,16.81,0,94.0,40.0,10,22,0,Day
245741883,4437040842678040418,0,GA-NC-SC,30906,202193,Finance & Banking Professionals,861518323942,adults 2550 male urban,e33192cbcce8dfec504602afce88c50a,23,travel,1.06,0,97.0,32.0,12,30,0,Night
198785911,36051904017390,1,PA-NJ,8609,270100,Education & Research Professionals,593432945171,adults 2550 female urban,0684ac1314916c34d6485519c2202190,15,food_dining,41.11,0,42.0,44.0,5,8,0,Day
439274923,4097811945448807,1,Low-Volume Mixed,87940,669,Engineering & Technical Experts,66029943922,adults 2550 female rural,36cff335d6f0f2b11f9ac1fcf844ff9d,18,home,18.41,0,39.0,42.0,7,21,0,Evening
654803217,3530446155637026,0,NY,10512,25590,Hospitality & Tourism Workers,948027960373,adults 2550 male urban,a005f27e70851432a4ddce3cf11d47fe,20,health_fitness,8.32,0,118.0,45.0,7,1,0,Evening
53841678,4503687156891093,0,PA-NJ,8078,8385,Agriculture & Horticulture Workers,452102880184,adults 2550 male urban,223fc3484c1d02f8d72b2d7318291632,18,food_dining,158.23,0,70.0,27.0,4,17,0,Evening
609445204,30588252426901,0,PA-NJ,19120,1526206,Medical & Healthcare Specialists,132099851798,adults 2550 male urban,db6b04532b46b28460638b51e81d9fed,19,home,37.36,0,103.0,39.0,8,10,0,Evening
697839666,630452284726,0,TX,77479,149159,Science & Environmental Specialists,434581849884,adults 50up male urban,dac79d3b6d6ca4e6b5468753e923e6ab,21,kids_pets,40.18,0,85.0,59.0,8,23,1,Evening
185742668,30269673129032,0,IL-OH,45840,54979,Legal & Policy Professionals,752128305699,adults 2550 male urban,03cf0471f87e4d2c9876c30fe0892025,18,kids_pets,41.68,0,105.0,24.0,10,28,0,Evening
893821016,30071352269380,0,Low-Volume Mixed,25530,5877,Engineering & Technical Experts,56213394273,adults 2550 male urban,b557e7b6c1e7cfb85aec607516864538,23,home,3.35,0,96.0,31.0,9,1,0,Night
574545284,4603587380451671451,0,TN-KY-AL-LA-MS-AR,42141,30349,Legal & Policy Professionals,973554367141,adults 2550 male urban,7b4b92403f17b74e6375e8b709024798,14,food_dining,4.97,0,78.0,35.0,4,7,0,Day
787521416,180062399008269,1,AZ-NV-CO-UT,80108,67419,Sales & Marketing Professionals,442952942135,adults 2550 female urban,3b28b43c369e21b06ae5470bf103047f,22,kids_pets,69.82,0,71.0,27.0,9,27,1,Night
828079426,6542948762102541,0,AZ-NV-CO-UT,89115,1417793,Agriculture & Horticulture Workers,149078625277,adults 2550 male urban,d918f28d88e2fc2aa96d0216d895a06f,13,food_dining,25.55,0,119.0,43.0,4,18,1,Day
331931779,4301897434113251,1,TN-KY-AL-LA-MS-AR,71109,228095,Finance & Banking Professionals,688163009376,adults 50up female urban,0bd833fc34cf07a487f26bf3c01a3c58,1,food_dining,2.55,0,100.0,57.0,3,24,0,Night
748510482,378809901999902,1,WA-OR,98106,837792,Hospitality & Tourism Workers,43510941763,adults 50up female urban,83478dbf17bf7849c22403cf4c876691,13,home,6.96,0,93.0,59.0,6,24,0,Day
48724281,4455073298186,0,Low-Volume Mixed,96797,72289,Media & Creative Professionals,885256500601,adults 2550 male urban,06ee21401e36f50135d0405351585463,21,food_dining,15.43,0,58.0,37.0,4,12,1,Evening
442254646,3514476289773249,0,MI-IN-MN-WI,48114,46134,Engineering & Technical Experts,659853315030,adults 2550 male urban,c75eba315cc7feb2a84f96932c08c857,19,entertainment,14.6,0,119.0,42.0,3,22,1,Evening
699026290,4716053063947095700,1,FL,33805,237282,Medical & Healthcare Specialists,968125473382,adults 50up female urban,b49c033ba200ca94e5f199f83c0c0fa2,2,entertainment,97.15,0,65.0,47.0,1,22,0,Night
84904776,4593277124648576,0,WA-OR,98122,837792,Hospitality & Tourism Workers,825123386977,adults 2550 male urban,6d1225210c0381f3e509384661ef2ada,20,food_dining,15.94,0,57.0,35.0,5,1,0,Evening
311967469,3534330666604525,1,IL-OH,60110,38557,Psychology & Social Service Workers,163472630499,adults 2550 female urban,acf96d7edf5121158001a6546d7f933c,12,personal_care,30.87,0,54.0,44.0,11,16,0,Day
686637086,6584255189313183,0,CA,92399,52606,IT & Technology Specialists,141758579479,adults 2550 male urban,56226e55e5ff3c848efe412b309d675c,23,travel,3.09,0,76.0,24.0,12,31,0,Night
203044613,180019855354413,0,IL-OH,62677,2562,Finance & Banking Professionals,320458162477,adults 2550 male urban,8672893ebdfddad7ff87dfc142f80dc7,12,food_dining,3.0,0,64.0,28.0,5,22,0,Day
501557104,4174435210433986360,0,WA-OR,97217,841711,Finance & Banking Professionals,702928054416,adults 2550 male urban,e50b2fdb4ce9f7961f000627da32b1d3,23,home,41.81,0,62.0,42.0,9,7,0,Night
426995972,4257916432257,1,TX,77062,2906700,Media & Creative Professionals,94668429313,adults 2550 female urban,63f5666ff3f25e55c9f46914e2db30b1,18,personal_care,26.45,0,93.0,34.0,12,20,1,Evening
284343095,36137704643848,1,MI-IN-MN-WI,48219,673342,Hospitality & Tourism Workers,14276060890,adults 2550 female urban,f2f05abd8e0ae1e38481892d8eedc1d3,12,food_dining,4.75,0,41.0,35.0,4,12,1,Day
472424599,4614000458945334,0,VA-MD,21207,48133,Education & Research Professionals,1074692805,adults 50up male urban,c19820e871b7ecfc86b45b55672561eb,8,food_dining,70.8,0,86.0,55.0,4,2,0,Day
746272796,3508190068785658,1,WA-OR,98052,77226,IT & Technology Specialists,784302697300,adults 50up female urban,a285e981af1eea603928a17e2cb6e16d,21,kids_pets,46.52,0,75.0,,9,18,0,Evening
136652078,213185425328350,1,TX,79930,749635,Education & Research Professionals,19181207397,young adults female urban,d64032e6088f5721eba2bdc056fc1d42,22,travel,62.9,0,53.0,19.0,12,19,1,Night
573181101,36619128411738,0,WA-OR,98433,323239,Education & Research Professionals,264464139737,adults 2550 male urban,7335207e6974a3834f365cae7ac6ae41,21,personal_care,7.69,0,103.0,27.0,12,3,0,Evening
516842057,4358072317504012807,1,VA-MD,22044,116155,Engineering & Technical Experts,947170783661,adults 2550 female urban,e5334e801face0e6f546c58b4fe4857b,16,food_dining,32.0,0,60.0,22.0,4,5,1,Evening
419591223,4028432211370,0,IL-OH,60654,2680484,Miscellaneous & Low-Transaction Trades,316239567277,adults 2550 male urban,e570f9402a1e453c762a7e4b7eaa4f2c,23,food_dining,40.76,0,87.0,39.0,4,28,0,Night
246784445,3530106076216215,1,FL,34772,61432,Miscellaneous & Low-Transaction Trades,576562079932,young adults female urban,23cab2acae5c09d7dec26e89f4d122cb,16,home,6.27,0,109.0,16.0,8,26,0,Evening
376534084,4190467847815,1,AZ-NV-CO-UT,85281,167311,Science & Environmental Specialists,976501943640,adults 50up female urban,52b96176a37f5d81a225015d19fb8c1c,14,health_fitness,77.03,0,43.0,78.0,5,26,0,Day
249341311,6011325287440296,1,FL,32174,61891,Engineering & Technical Experts,454948225846,adults 2550 female urban,daa99e81c1142d0827084e7e91391eeb,17,personal_care,2.02,0,44.0,42.0,11,21,1,Evening
726621492,3574332982503994,1,TN-KY-AL-LA-MS-AR,40214,736284,Medical & Healthcare Specialists,147037731888,adults 2550 female urban,d7f4364508be7107a5d7dec9ff436550,22,health_fitness,9.77,0,109.0,34.0,6,24,0,Night
462507261,4018821520291,1,CA,93030,211523,Media & Creative Professionals,216086965853,adults 50up female urban,36afa1822915661c5735dfd43de728e6,22,home,40.15,0,105.0,84.0,6,20,1,Night
229594201,3587074707643839,0,CA,90640,62549,Education & Research Professionals,585599742126,adults 2550 male urban,1c706c0c95fc57ad754e7fa61976b578,20,home,4.53,0,69.0,36.0,8,6,0,Evening
890144121,3563029862811801,0,CA,90221,134901,Education & Research Professionals,772499947642,adults 2550 male urban,ce99716075d97f1804c711b13e5be838,16,food_dining,65.17,0,83.0,28.0,4,21,0,Evening
388782880,4462806952066191699,0,CA,92335,221665,Medical & Healthcare Specialists,128855144943,adults 50up male urban,6f26bc8e8f5c0ef230610eff598e9671,14,travel,3.46,0,18.0,58.0,12,29,0,Day
321677687,3531379993864842,0,NY,14075,41937,Medical & Healthcare Specialists,357586167476,adults 2550 male urban,4c779218cc3e768a49b8f297b84a50cc,21,kids_pets,40.93,0,101.0,29.0,11,14,1,Evening
702302740,4304910089145820,0,FL,32901,139650,Engineering & Technical Experts,825409465271,adults 2550 male urban,9ecf30a6b5929d110abd9b98f4468b83,13,entertainment,21.88,0,67.0,26.0,3,8,1,Day
23652415,4963248923790259,0,AZ-NV-CO-UT,80421,8042,Media & Creative Professionals,460153248014,adults 2550 male urban,e7620460ebea301016064d02a2056c9b,16,health_fitness,160.05,0,118.0,34.0,6,25,0,Evening
421424573,5177300626402242,1,TN-KY-AL-LA-MS-AR,38125,697385,Sales & Marketing Professionals,487284292369,adults 2550 female urban,b96d0aa0b16316d0e889cf4ab43000cb,17,entertainment,64.31,0,95.0,39.0,1,21,0,Evening
233996989,584463566334,1,CA,94520,123688,Executive & Senior Management,21850002522,adults 50up female urban,b64e2476cd218dc67bfefe9d91b17c60,23,personal_care,143.84,0,86.0,65.0,11,14,1,Night
463225884,503853444654,1,TX,75243,1263321,Science & Environmental Specialists,855282397986,adults 2550 female urban,39f203979363201a0d4f3327b464fca9,21,entertainment,53.2,0,97.0,34.0,1,22,0,Evening
685033195,3533288003327427,1,IL-OH,62703,141894,Finance & Banking Professionals,367656589549,adults 2550 female urban,778c1f9bdec121c5e2ee41112524204f,12,personal_care,57.13,0,45.0,33.0,11,22,1,Day
850900113,3519809599056035,0,NY,10549,16638,Education & Research Professionals,301344462167,adults 2550 male urban,fe98e71885c3dad4aa8b866bb8a78be9,13,food_dining,531.55,0,118.0,45.0,5,2,1,Day
795435595,3520511684162069,1,MI-IN-MN-WI,46342,31244,Media & Creative Professionals,119405806109,adults 2550 female urban,3ce0dedcc5acadc2daa0b5966a18b101,16,food_dining,75.43,0,83.0,34.0,4,29,0,Evening
547156198,30184462186095,0,NY,14094,50666,Media & Creative Professionals,668145246256,adults 2550 male urban,f35bfd55dae2ff65a5083e222cc35590,19,entertainment,32.5,0,76.0,40.0,2,4,0,Evening
485166792,4457869619542,1,MO-IA-KS,67301,13556,Finance & Banking Professionals,26967833990,adults 2550 female urban,c2320884e40db34979fa022f1f70ec2c,14,entertainment,32.97,0,72.0,28.0,2,19,0,Day
278430149,4221565338451299365,0,AZ-NV-CO-UT,84526,4134,Psychology & Social Service Workers,521719111198,adults 2550 male urban,b3a99dfbbaf44e0f8f321e05b64b39b4,16,entertainment,9.83,0,36.0,27.0,3,14,1,Evening
287375848,3536582381602691,1,MO-IA-KS,66224,370212,Education & Research Professionals,942708230355,adults 50up female urban,bc952792c2b846b532088307c0c468e3,20,personal_care,23.04,0,101.0,60.0,12,3,0,Evening
522820554,30596616288628,0,VA-MD,20706,38692,Psychology & Social Service Workers,208660202420,adults 2550 male urban,987c5c59770156220c7184846611894e,23,entertainment,64.5,0,50.0,31.0,2,26,0,Night
4154566,676305278100,1,NY,10455,1382480,Psychology & Social Service Workers,930558644123,adults 2550 female urban,9f53bf07f85533f0db750f38c531f290,22,health_fitness,12.72,0,90.0,41.0,5,22,0,Night
239783585,676170593252,1,New England High,2482,10306,Legal & Policy Professionals,147414458291,adults 2550 female urban,46ec82939dc7739d45dbdba72a44949a,13,personal_care,34.91,0,88.0,36.0,12,13,1,Day
714854469,4066335181803,1,PA-NJ,19047,35056,Psychology & Social Service Workers,306354880677,adults 2550 female urban,892a2ea09e857bae2ee2426e40486f0a,15,kids_pets,68.38,0,60.0,39.0,9,26,1,Day
673836818,2231625070203691,0,PA-NJ,7040,23876,Psychology & Social Service Workers,483481965362,adults 2550 male urban,97eb775de95a9dccb1e961f66fbf5ea3,16,food_dining,4.54,0,127.0,35.0,5,5,0,Evening
173752611,4583224484197,0,MI-IN-MN-WI,53818,15091,Finance & Banking Professionals,324463260358,adults 2550 male urban,6b1d443ceaf1c7900be083acf5d8ff34,17,food_dining,6.03,0,90.0,40.0,5,18,0,Evening
3616408,4229746271612421,1,FL,34482,207224,Education & Research Professionals,41862529631,adults 2550 female urban,6a6166115608e45857e800d61f5e184e,17,personal_care,14.02,0,115.0,45.0,11,18,0,Evening
49173030,4237166433351999724,1,MI-IN-MN-WI,46952,44485,Media & Creative Professionals,767570891227,adults 2550 female urban,c113937457df32fa9d36c7a49bd164c6,20,kids_pets,4.38,0,63.0,28.0,9,1,0,Evening
235095779,3503518650750992,0,PA-NJ,7304,247530,Engineering & Technical Experts,14367098157,adults 2550 male urban,e3fd10693442dd8db33fa4d416b9b0f9,15,personal_care,3.19,0,71.0,42.0,12,13,1,Day
114933725,6547729118844019,1,Low-Volume Mixed,19711,138967,Executive & Senior Management,564156330090,adults 50up female urban,947fd0cc427845d395f084e7fcb6ff93,1,entertainment,72.14,0,96.0,60.0,1,20,0,Night
270092394,370033013249571,1,AZ-NV-CO-UT,84759,2112,Psychology & Social Service Workers,52433868084,young adults rural,c74d4f03ca7665062205fa26568caa52,18,entertainment,28.08,0,88.0,18.0,3,22,1,Evening
73085464,2251440741097885,0,CA,92243,48030,Education & Research Professionals,589504828268,young adults male urban,7f1ec33777f920c87263fcb560a62c87,15,food_dining,4.68,0,132.0,20.0,5,16,1,Day
