ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
840-04-8367|4185461554206188|Anne|James|F|9525 Cindy Drive Suite 021|Oak Creek|WI|53154|42.8892|-87.9027|34451|Naval architect|1975-08-21|631289160841|adults_2550_female_urban.json
587-22-3588|378983975723579|Richard|Fowler|M|8609 Romero Cove|Jacksonville|FL|32228|30.3824|-81.4369|847415|Trade union research officer|1975-11-24|680773070442|adults_2550_male_urban.json
007-41-3307|4846451494523763358|Ashley|Berry|F|8475 Patton Lock|Rio Linda|CA|95673|38.6895|-121.4479|15455|Engineer, maintenance|1946-05-08|80959396936|adults_50up_female_urban.json
433-84-2123|6575756219105698|Gabriel|Duncan|M|1566 Cole Mill|Syracuse|NY|13203|43.0607|-76.1369|229807|Research scientist (life sciences)|1981-06-26|891507230275|adults_2550_male_urban.json
070-98-1570|4179494933810222862|Hannah|Whitaker|F|29060 Marcus Coves Apt. 950|Opa Locka|FL|33055|25.9476|-80.2778|107314|Engineer, electrical|1967-03-03|411589604955|adults_50up_female_urban.json
011-85-4790|213188647410592|Brandon|Joyce|M|1135 Ann Groves|Williamstown|NJ|08094|39.665|-74.971|39940|Human resources officer|1953-10-31|684765886474|adults_50up_male_urban.json
407-41-0803|4436809982507378|Sarah|Jones|F|2475 Kimberly Hills Apt. 275|Bryan|OH|43506|41.4748|-84.5629|14830|Clinical embryologist|1990-06-11|189394977804|adults_2550_female_urban.json
220-16-5390|372262726104371|Matthew|Clark|M|58549 David Place Apt. 558|Hillsboro|OH|45133|39.1679|-83.6064|23900|Musician|1965-07-31|227902649849|adults_50up_male_urban.json
009-07-7359|38146360296120|Jenna|Boone|F|8725 Smith Alley Suite 607|Garland|TX|75043|32.8565|-96.5999|226892|Engineer, site|1964-08-08|432861151178|adults_50up_female_urban.json
595-28-6373|5218130689594994|Todd|Blair|M|1900 Smith Bridge|Rockford|IL|61104|42.2554|-89.0768|189162|Doctor, hospital|1995-05-29|363939538261|adults_2550_male_urban.json
759-82-6676|4216803324867042|Brittany|Fisher|F|2341 Christopher Villages Suite 589|Charleston|SC|29407|32.7993|-80.006|195110|Emergency planning/management officer|1989-12-21|258041367604|adults_2550_female_urban.json
205-56-4694|3519957014858293|Jessica|Miller|F|55833 Hunt Grove Apt. 121|Allendale|MI|49401|42.9711|-85.9249|20735|Osteopath|2004-10-04|576446020|young_adults_female_urban.json
640-06-5786|6531463532717266|Mark|Lopez|M|7517 Davis Drive Suite 931|Waterbury|CT|06705|41.5503|-72.9963|110372|Photographer|1992-03-30|764726936078|adults_2550_male_urban.json
048-42-9620|347419407029994|Diane|Andrews|F|0052 Adams Way Apt. 967|Groveport|OH|43125|39.8581|-82.8872|12161|Statistician|1944-12-27|656554222383|adults_50up_female_urban.json
862-84-4351|374633860105234|Shawn|Harris|M|9941 Lindsay Plains Apt. 205|Plymouth Meeting|PA|19462|40.1077|-75.2796|14658|Information systems manager|1997-03-04|297429377445|adults_2550_male_urban.json
312-23-7065|4791765847092635|Mary|Stone|F|86278 Collins Falls|Brighton|MI|48116|42.5371|-83.7756|46134|Plant breeder/geneticist|1934-04-04|925810107358|adults_50up_female_urban.json
778-19-2585|4971528802704954|David|Wright|M|3208 Alexander Ranch|Glencoe|IL|60022|42.1333|-87.7615|8153|Scientist, marine|1968-09-27|30908275307|adults_50up_male_urban.json
507-23-3323|3562357017736065|Jorge|Brooks|M|362 Bianca Cliffs|Lagrange|GA|30240|33.0243|-85.0739|53190|Interior and spatial designer|1972-07-15|812091354797|adults_50up_male_urban.json
305-11-8888|342720656754405|Michael|Fisher|M|3915 Nicole Light|Lewistown|PA|17044|40.5994|-77.5756|21209|Buyer, industrial|1954-07-15|994245879264|adults_50up_male_urban.json
501-55-7104|4174435210433986360|Duane|Maldonado|M|92713 Brian Walks|Portland|OR|97217|45.5742|-122.6842|841711|Accountant, chartered management|1979-01-29|702928054416|adults_2550_male_urban.json
267-49-2935|4773288880031649599|Timothy|Ramsey|M|8235 Woods Ridge Suite 545|Racine|WI|53403|42.706|-87.8014|127302|Accountant, chartered|1955-05-28|142166515588|adults_50up_male_urban.json
773-49-5547|373161264022608|Shannon|Johnson|F|4696 Brent Ports|Everett|WA|98201|47.9884|-122.2006|168159|Holiday representative|1928-11-27|987873293124|adults_50up_female_urban.json
513-32-3917|3532300848775651|Kristie|Butler|F|1869 Mary Hill|Kewaskum|WI|53040|43.5214|-88.1925|8064|Broadcast engineer|1959-12-09|355036847961|adults_50up_female_urban.json
147-49-6102|4383492287150161|Johnny|Vega|M|50366 Sara Plains Apt. 357|Lexington|OK|73051|35.0377|-97.2609|10264|Journalist, newspaper|1982-02-25|675602572358|adults_2550_male_urban.json
524-41-5003|3532919983888290|Jeremy|Lucas|M|0801 Underwood Fort Apt. 276|Prospect|KY|40059|38.356|-85.6083|16708|Immunologist|1981-08-21|938616655641|adults_2550_male_urban.json
598-45-8301|5547767619369898|David|Burton|M|11451 Mark Passage Suite 049|Jackson|OH|45640|39.0428|-82.6472|15960|Farm manager|1978-01-26|428439174397|adults_2550_male_urban.json
258-41-6460|3567972839117255|Logan|Schultz|M|397 Reid Mills Apt. 407|Syracuse|NY|13208|43.073|-76.1486|229807|Barista|1975-12-04|929454838175|adults_2550_male_urban.json
507-45-9442|36189245938690|Barbara|Moore|F|04433 Henry Trail Suite 821|Georgetown|CO|80444|39.7257|-105.7606|1080|Patent examiner|1979-01-15|492897431825|adults_2550_female_rural.json
696-56-8502|4761384715435823242|Richard|Graham|M|525 Williams Hollow Suite 037|Rebersburg|PA|16872|40.9549|-77.4053|1551|Tax adviser|1966-02-18|765380618774|adults_50up_male_rural.json
386-91-4968|4749987663366405|Scott|Coleman|M|328 Stewart Shore|Flint|MI|48506|43.0653|-83.631|162969|Scientist, audiological|2003-06-12|54627431251|young_adults_male_urban.json
444-45-0057|5356986600393325|Gregory|Stephens|M|61811 Rebecca Terrace|Hereford|TX|79045|34.837|-102.405|19473|Proofreader|1953-05-12|446994421984|adults_50up_male_urban.json
657-66-2081|676315409547|Aaron|Sandoval|M|166 Martinez Rapid Suite 920|Hampton|NH|03842|42.9359|-70.8243|15345|Town planner|1928-12-17|798089732830|adults_50up_male_urban.json
693-38-7653|4527357474151461|Jennifer|Wells|F|298 Cassandra Hollow|Mountlake Terrace|WA|98043|47.7933|-122.3076|19943|Designer, blown glass/stained glass|1958-10-24|159568812937|adults_50up_female_urban.json
772-62-4891|374294684423848|Antonio|Rojas|M|01407 Madison Tunnel Suite 134|Novi|MI|48377|42.4992|-83.4773|51094|Licensed conveyancer|1997-04-04|290804714404|adults_2550_male_urban.json
332-80-4684|30563164686785|Dana|Richard|F|6248 Mckenzie Circle Suite 822|Watertown|WI|53094|43.193|-88.7185|31134|Print production planner|2004-01-17|943336679278|young_adults_female_urban.json
835-38-9555|2294500142463967|Angela|Williams|F|96960 Maria Unions Apt. 621|Ponte Vedra Beach|FL|32082|30.1223|-81.3627|28996|Volunteer coordinator|1999-09-09|705850631427|young_adults_female_urban.json
467-09-6308|30197374321741|Kevin|Kim|M|940 Williams Mall|Norman|OK|73026|35.2343|-97.2914|113857|Industrial/product designer|2003-04-15|540414426570|young_adults_male_urban.json
823-36-0296|4525279619522231367|Reginald|Morales|M|42896 Johnny Cape|Crockett|TX|75835|31.3208|-95.3928|12012|Community education officer|1965-04-13|231103304325|adults_50up_male_urban.json
454-96-9767|4879164370766716106|Lisa|Mathews|F|398 Miller Camp Suite 897|Buffalo|NY|14211|42.9082|-78.8225|564824|Psychiatrist|1997-03-27|830530126270|adults_2550_female_urban.json
169-77-3938|4014519178880|Todd|Hill|M|76243 Richard Lights Suite 859|Spring Creek|NV|89815|40.7519|-115.5956|13346|Engineer, structural|1970-03-21|525365774575|adults_50up_male_urban.json
717-27-1871|4913826412927804|Erin|Smith|F|082 Craig Wells|Gonzales|LA|70737|30.2473|-90.918|38643|Buyer, industrial|1964-03-28|436823821213|adults_50up_female_urban.json
402-62-9678|30412940923981|Fernando|Hansen|M|84985 Lisa Burg|Barrington|IL|60010|42.1614|-88.1383|44095|Diagnostic radiographer|1951-08-25|531699665164|adults_50up_male_urban.json
254-09-7270|3537027564333564|Dylan|Robinson|M|85715 Eric Divide|Portage|MI|49024|42.1974|-85.6194|47338|Historic buildings inspector/conservation officer|1997-01-24|938494297203|adults_2550_male_urban.json
782-63-3353|3587749270987065|Toni|Beck|F|785 Patrick Grove Apt. 012|Las Vegas|NV|89142|36.148|-115.0404|1417793|Equality and diversity officer|1957-05-11|481718728977|adults_50up_female_urban.json
042-80-4297|38263475772810|Christopher|Singleton|M|4251 Kane Roads|Reeds Spring|MO|65737|36.6907|-93.3447|8413|Copywriter, advertising|1962-09-30|664662518710|adults_50up_male_urban.json
432-32-1873|30476236487944|Rebecca|Ritter|F|653 Chad Wells|Cohutta|GA|30710|34.9326|-84.9458|6661|Microbiologist|1982-01-31|396832442907|adults_2550_female_urban.json
218-66-5859|676253123050|Laura|Reynolds|F|991 Jerry Walk Apt. 106|Harrison|OH|45030|39.2592|-84.7837|17921|Engineer, automotive|1977-04-29|578576516318|adults_2550_female_urban.json
564-37-6020|213171608246510|Gregory|Hamilton|M|569 James Viaduct|Fayetteville|NC|28304|35.0257|-78.9705|238602|Metallurgist|1961-01-23|423597206682|adults_50up_male_urban.json
069-76-5260|180085644906078|Melanie|Shelton|F|77320 Michelle Cliff|Meridian|MS|39301|32.3574|-88.656|67084|Engineer, site|1996-06-23|120737788487|adults_2550_female_urban.json
115-80-4439|3572436947333306|Jennifer|Smith|F|5319 Jonathan Expressway|New Port Richey|FL|34652|28.2326|-82.7327|115083|Marine scientist|1965-11-06|762625694868|adults_50up_female_urban.json
815-49-4316|342974224377450|Emma|Wong|F|17374 Michael Road Suite 211|Warren|VT|05674|44.111|-72.8609|1705|Engineer, broadcasting (operations)|1956-06-01|733966162963|adults_50up_female_rural.json
421-58-4716|4356902583204|Phillip|Hill|M|351 Anthony Way|Wolcott|CT|06716|41.597|-72.9828|16680|Geophysical data processor|1969-07-15|9674093997|adults_50up_male_urban.json
204-92-1984|4094933464127803|Stacy|Wheeler|F|0582 Dominic Island|Punta Gorda|FL|33950|26.9152|-82.0532|53889|Agricultural engineer|1960-02-10|230807150959|adults_50up_female_urban.json
185-83-7745|4486019624946|Tricia|Hays|F|93487 John Ways Suite 662|Whitewater|WI|53190|42.8272|-88.7429|19200|Magazine journalist|1999-09-30|826088425634|young_adults_female_urban.json
751-91-5209|4630523349481854|Heather|Johnson|F|310 Rodriguez Meadows Suite 337|Miami|FL|33186|25.6694|-80.4085|1737737|Haematologist|1946-11-10|291820820391|adults_50up_female_urban.json
538-23-1604|3564593950054409|Jesse|Singh|M|8241 Lopez Courts Suite 492|Depauw|IN|47115|38.3361|-86.2109|2622|Museum education officer|1954-12-27|687576234157|adults_50up_male_urban.json
692-46-2543|6011332967590184|Natalie|Charles|F|8322 Williams Key Apt. 588|Central Square|NY|13036|43.309|-76.1849|8680|Hydrographic surveyor|1987-05-18|435626646857|adults_2550_female_urban.json
530-49-6788|3584473022980533|Stephen|Wilson|M|6387 Steele Greens Apt. 819|Edmonds|WA|98026|47.8353|-122.327|54225|Conservation officer, historic buildings|1947-03-27|190510989805|adults_50up_male_urban.json
166-09-9704|4555067578446551|Micheal|Zhang|M|32945 Danielle Roads|Chicago|IL|60646|41.993|-87.7596|2680484|Engineer, agricultural|1984-06-08|6821775268|adults_2550_male_urban.json
468-33-2465|3549653702204007|Lauren|Lopez|F|7183 Lee Mill|Santa Ana|CA|92704|33.7249|-117.909|348131|Systems analyst|1974-03-03|105154297809|adults_2550_female_urban.json
470-54-5706|372731704459270|Sarah|Nelson|F|344 Sara Wells|Bradley|CA|93426|35.8093|-120.9728|1401|Social researcher|1987-09-03|883327252854|adults_2550_female_rural.json
428-13-6469|4139550933249377|Jennifer|Cisneros|F|5428 Le Cliff|Buford|GA|30518|34.1124|-83.9965|85023|Community development worker|1958-03-23|874424054667|adults_50up_female_urban.json
716-62-7589|3589529346500805|Jeanne|Costa|F|58846 Nelson Trace|Des Moines|IA|50317|41.6122|-93.5296|222785|Event organiser|1991-11-05|928071153461|adults_2550_female_urban.json
611-57-8104|4484409172031073659|Lauren|Park|F|621 Dan Brook|Leesburg|IN|46538|41.3266|-85.816|3867|Field trials officer|1969-08-28|45733466199|adults_50up_female_urban.json
680-39-4214|3518623402694358|Michael|Smith|M|672 Amanda Courts Suite 712|Lansing|MI|48910|42.7008|-84.549|162150|Animal nutritionist|1965-04-30|35512324237|adults_50up_male_urban.json
359-23-8855|213142924890109|Daniel|Shepherd|M|5441 Robert Locks|Austin|TX|78749|30.2166|-97.8508|940359|Press photographer|1972-11-14|466802538811|adults_50up_male_urban.json
389-78-7445|347849852045550|Cody|Smith|M|8794 Bonilla Villages Suite 131|Dublin|OH|43017|40.1093|-83.1146|68932|Development worker, community|1964-03-12|494680717714|adults_50up_male_urban.json
014-14-4255|2715612918189139|Todd|Johnson|M|720 Carrie Station Apt. 238|Burbank|CA|91501|34.1862|-118.3009|106841|Fitness centre manager|1963-01-13|13618621519|adults_50up_male_urban.json
315-31-8711|30220102905658|William|Donovan|M|502 Patton Street Apt. 462|Foresthill|CA|95631|39.0682|-120.7224|6076|Lighting technician, broadcasting/film/video|1992-07-29|680484314596|adults_2550_male_urban.json
667-07-6677|38623512903282|Dennis|Bell|M|59190 Alvarado Points|Hailey|ID|83333|43.5239|-114.3064|10472|Event organiser|2004-01-03|889640317474|young_adults_male_urban.json
543-05-4296|6011875615032421|Stephen|Jones|M|8094 Mary Mountains Apt. 493|Cleveland|OH|44135|41.4342|-81.8044|769341|Teacher, secondary school|1965-05-10|659721455839|adults_50up_male_urban.json
081-47-8112|4575824749053500|Donna|Lopez|F|106 Brown Mount Apt. 150|Green Bay|WI|54302|44.5025|-87.9771|179116|Patent attorney|1936-09-01|28100964884|adults_50up_female_urban.json
547-34-6213|344093738618826|Amanda|Montgomery|F|7737 Hudson View|Post Falls|ID|83854|47.7205|-116.9353|37245|Psychotherapist|1966-08-05|968591118678|adults_50up_female_urban.json
813-34-8385|5277524283328155|Charles|Curtis|M|153 Johnson Port|Crofton|MD|21114|39.0112|-76.6802|25225|Animal technologist|1992-10-04|729332743032|adults_2550_male_urban.json
146-85-4357|30062498058522|Kristen|Morris|F|475 Eddie Corner|Columbia City|IN|46725|41.1619|-85.4737|23080|Geographical information systems officer|1972-10-12|128698069623|adults_50up_female_urban.json
864-86-3849|6011377551176122|Samantha|Arroyo|F|3901 Lisa Stravenue|Riverside|CA|92507|33.9761|-117.3389|419138|Medical laboratory scientific officer|1931-02-18|449450530983|adults_50up_female_urban.json
027-11-1564|180023606341562|Norma|Patton|F|603 Brown Loop Suite 785|Daleville|AL|36322|31.2811|-85.7305|9072|Speech and language therapist|1967-04-22|946717892826|adults_50up_female_urban.json
764-82-4864|676118693313|Robert|Brooks|M|56528 Sarah Fort|Allentown|PA|18102|40.6068|-75.4781|166081|Scientist, audiological|1970-12-20|228760884464|adults_50up_male_urban.json
025-73-8150|4241844587382989|Rhonda|Parks|F|568 Colleen Route|New York City|NY|10009|40.7262|-73.9796|1577385|Best boy|1982-07-11|623235376651|adults_2550_female_urban.json
616-36-3632|3534236389574053|Virginia|Stanton|F|48070 Martin Route Suite 116|Glendale|CA|91206|34.1556|-118.2322|172817|Clinical cytogeneticist|1951-08-04|677081463321|adults_50up_female_urban.json
266-02-7736|3518859977646221|Sharon|Sullivan|F|02359 Jason Flat Apt. 374|Newport|VT|05855|44.9393|-72.2065|7170|Waste management officer|1947-08-29|756658666298|adults_50up_female_urban.json
020-43-7361|4871672398301220|Caleb|Barnes|M|81753 Monroe Heights Apt. 579|Pharr|TX|78577|26.1771|-98.187|70840|Gaffer|1977-06-09|721400470533|adults_2550_male_urban.json
634-07-6808|2720904948372519|Kevin|Lowe|M|91553 Benson Stravenue|Wilmington|DE|19808|39.7359|-75.6647|215619|Solicitor, Scotland|1968-07-23|744069865902|adults_50up_male_urban.json
343-80-3207|4096677411473722879|Melody|Walker|F|031 Beck Forest Apt. 355|Liberty|KY|42539|37.3146|-84.9719|10026|Licensed conveyancer|1942-07-13|692904836534|adults_50up_female_urban.json
220-36-7885|3549167002547304|Michele|Simmons|F|97219 Daniels Passage Suite 713|Thomasville|NC|27360|35.8713|-80.0913|46084|Operational researcher|1990-04-20|308102858803|adults_2550_female_urban.json
231-03-8739|213173634318198|Gina|Williams|F|519 Pitts Stravenue|Newcastle|OK|73065|35.2453|-97.6216|6546|Designer, fashion/clothing|1954-08-26|274295621051|adults_50up_female_urban.json
348-39-9963|3577992347367638|Michael|Woods|M|21610 Andrew Squares Suite 670|Dallas|TX|75249|32.636|-96.9493|1263321|Operational researcher|1966-02-10|785693090587|adults_50up_male_urban.json
271-75-3429|3531769256920507|Mark|Morrison|M|877 Parker Estates|Chicago|IL|60636|41.776|-87.6674|2680484|Scientist, physiological|1941-05-06|614233534533|adults_50up_male_urban.json
266-87-9393|4699900267062617502|Michael|Garcia|M|04743 Smith Wall Suite 540|Tucson|AZ|85730|32.181|-110.819|865276|Bookseller|2002-10-29|975507668919|young_adults_male_urban.json
763-15-6242|4855298520746|Jose|Nelson|M|4832 Darius Haven|Nutley|NJ|07110|40.8185|-74.1589|28351|Data scientist|1985-01-10|432833909126|adults_2550_male_urban.json
036-65-4892|5136976163817528|Shawn|Gaines|M|32417 James Unions Suite 963|Elkin|NC|28621|36.2872|-80.8554|10472|Contracting civil engineer|1989-06-19|139185403263|adults_2550_male_urban.json
664-21-2357|675933019613|Angela|Warren|F|399 Lee Mountains Apt. 460|Baltimore|MD|21230|39.2645|-76.6224|635495|Engineer, agricultural|1950-02-21|276161568727|adults_50up_female_urban.json
876-43-4533|344833083464262|Tracey|Haynes|F|34041 Elizabeth Ford|Elgin|IL|60120|42.0384|-88.2606|117295|Geophysicist/field seismologist|1984-01-01|745833997589|adults_2550_female_urban.json
305-39-5484|4720710113589|Nicole|Myers|F|28523 Elizabeth Mission Suite 931|Crestview|FL|32536|30.7644|-86.5917|44788|Geophysical data processor|1958-10-30|843314396787|adults_50up_female_urban.json
152-27-7546|3525488217110029|Sharon|Valdez|F|90641 Bryan Spring Suite 729|Colorado Springs|CO|80906|38.7902|-104.8199|525713|Buyer, industrial|1982-01-28|833638698141|adults_2550_female_urban.json
378-04-4101|3596076462401153|Edward|Farley|M|189 Maria Trail|Glendale|CA|91206|34.1556|-118.2322|172817|Marketing executive|1944-05-22|276962827245|adults_50up_male_urban.json
269-63-7458|30102095035539|Patricia|Smith|F|4998 John Court|San Antonio|TX|78207|29.4229|-98.526|1595797|Trade mark attorney|1975-11-05|467763666115|adults_2550_female_urban.json
057-07-5616|6011076862450081|William|Roberts|M|236 Holland Bridge|Auburn|NY|13021|42.93|-76.5626|41239|Field trials officer|1998-05-10|589615855361|adults_2550_male_urban.json
251-14-0232|6544020632177083|Amber|Larson|F|3043 Stephens Rest Apt. 113|Waterbury|CT|06704|41.5754|-73.0318|110372|Site engineer|1944-03-08|453105399651|adults_50up_female_urban.json
285-02-4324|36769926917392|Joseph|Wright|M|721 Flores Pike Apt. 795|Everett|WA|98204|47.9017|-122.2472|168159|Psychiatrist|1941-03-28|184774236039|adults_50up_male_urban.json
602-40-1174|6011304068347780|Maureen|Martin|F|216 Robert Way|Hampshire|IL|60140|42.0807|-88.517|14341|Psychotherapist|1988-10-08|348622835607|adults_2550_female_urban.json
142-51-8125|5269859834498291|Monique|Walker|F|70368 Miranda Mountains Apt. 306|Pacoima|CA|91331|34.2556|-118.4208|103689|Quarry manager|1962-01-06|627405566574|adults_50up_female_urban.json
320-49-8557|4284686724051|Nicholas|White|M|478 James Greens|Escondido|CA|92027|33.1388|-117.052|171802|Training and development officer|1960-10-28|1772916274|adults_50up_male_urban.json
270-06-3135|4203901747382|Stacey|Acevedo|F|39494 Williams Island|Bellmore|NY|11710|40.6729|-73.5365|34496|Teacher, secondary school|1947-03-15|231729960237|adults_50up_female_urban.json
852-93-5717|4074317251461|Nicole|Stein|F|3035 Newton Lane Suite 165|Redford|MI|48240|42.4264|-83.3017|53246|Colour technologist|1965-06-19|738318460123|adults_50up_female_urban.json
669-73-7286|4447420595512629643|Chelsea|Allen|F|4484 Estrada Plains Apt. 547|Kansas City|KS|66109|39.1434|-94.7856|150224|Advertising account planner|1979-08-26|218233610481|adults_2550_female_urban.json
733-97-0110|180075509676585|Matthew|Joseph|M|514 Wright Ville|Charlottesville|VA|22903|38.0339|-78.4924|112588|Chiropodist|1999-05-08|900125938761|young_adults_male_urban.json
555-85-5148|30473403644498|Jacob|Murray|M|320 Jimenez Passage Apt. 736|Camden|SC|29020|34.2696|-80.591|22463|Exhibitions officer, museum/gallery|2004-01-06|874883903989|young_adults_male_urban.json
250-53-0444|4926557992866|Annette|Gomez|F|8418 David Trace|Cheyenne|WY|82007|41.1084|-104.8107|86283|Engineer, water|1999-04-12|95876730592|young_adults_female_urban.json
749-12-9362|586669383018|Michael|Thompson|M|5661 Colton Courts|San Diego|CA|92117|32.8239|-117.1965|1241364|Product manager|1968-06-04|215712326937|adults_50up_male_urban.json
401-87-0458|213176781922027|Willie|Weiss|M|29803 Reid Motorway Apt. 997|Stone Mountain|GA|30087|33.8105|-84.1361|112402|Textile designer|1954-02-14|437665083497|adults_50up_male_urban.json
190-94-1985|6011849220953545|Misty|White|F|1529 Lori Street|Escondido|CA|92029|33.0895|-117.1128|171802|Contractor|1967-12-29|747203474186|adults_50up_female_urban.json
419-28-0316|3578319655166510|John|Anderson|M|8865 Christopher Isle|Whittier|CA|90602|33.9693|-118.0337|189948|Environmental health practitioner|1981-03-13|723322697385|adults_2550_male_urban.json
480-67-0863|2227691737765486|Patrick|Johnson|M|182 Turner Hill Apt. 504|Tupelo|MS|38801|34.2538|-88.7209|47156|Surveyor, insurance|1991-10-05|880191330545|adults_2550_male_urban.json
303-49-4915|4283908215977244|Ashley|Gonzalez|F|6094 Kennedy Lock Suite 004|Streator|IL|61364|41.1225|-88.8307|20133|Secretary, company|1954-04-24|347358835343|adults_50up_female_urban.json
448-92-0435|3565010247983182|Mark|Cruz|M|475 John Shores|Erie|PA|16502|42.1133|-80.0976|187498|Trade mark attorney|1992-11-29|24006251481|adults_2550_male_urban.json
353-69-7730|4824553952457|Belinda|Boyd|F|5383 Brown Estate|Cathedral City|CA|92234|33.8098|-116.4665|51151|Biochemist, clinical|1977-10-27|322423355270|adults_2550_female_urban.json
160-87-0405|4912821820851|Douglas|Hebert|M|89318 Anita Locks Suite 213|Jonesboro|GA|30236|33.5242|-84.359|81147|Toxicologist|1998-05-16|476529745795|adults_2550_male_urban.json
107-83-3204|4398910615476985|Laura|Parks|F|0474 Davis Pine Apt. 278|Kalispell|MT|59901|48.2028|-114.3039|49693|Plant breeder/geneticist|1964-01-22|781943838542|adults_50up_female_urban.json
643-09-6596|4493944301975235395|John|Wood|M|316 Little Branch|Rogers|AR|72756|36.3363|-94.1148|71942|Therapist, nutritional|1979-11-01|366380848026|adults_2550_male_urban.json
050-72-0289|4625910410173188|Clifford|Hunter|M|792 Kevin Skyway Apt. 245|Jupiter|FL|33469|26.9831|-80.108|89623|Copy|1948-04-18|445571710805|adults_50up_male_urban.json
598-25-0779|4048194411683995|Mark|Kane|M|850 Jennifer Cliffs Apt. 977|Davenport|IA|52806|41.5733|-90.6038|102516|Journalist, broadcasting|1992-02-23|595931070116|adults_2550_male_urban.json
516-35-0499|213140597781324|Jonathan|Adams|M|200 Scott Wall Apt. 062|Nolensville|TN|37135|35.9307|-86.6829|9681|Engineer, manufacturing|1956-08-23|965133999288|adults_50up_male_urban.json
055-21-6683|180031913172273|Tracy|Sellers|F|9310 Tiffany Forge|Leander|TX|78641|30.5835|-97.8575|54068|Research scientist (life sciences)|1999-05-08|614016532959|young_adults_female_urban.json
643-02-1016|3563473189404553|Joseph|Marsh|M|12912 Matthew Isle|Santa Monica|CA|90403|34.0287|-118.4924|92043|Associate Professor|2003-12-13|181046000721|young_adults_male_urban.json
627-05-6006|30086754766361|Troy|Reed|M|409 Samantha Gateway Suite 855|San Marcos|TX|78666|29.8754|-97.9404|63836|Chief Operating Officer|1949-09-25|481993335440|adults_50up_male_urban.json
671-08-9371|345500155754644|Cassandra|Jensen|F|35878 Donald Overpass|Ossining|NY|10562|41.1673|-73.8538|31796|Food technologist|2005-07-22|227533241579|young_adults_female_urban.json
700-77-6387|4775341645235|Jacob|Randall|M|542 Kimberly Port Apt. 922|Gladys|VA|24554|37.1386|-79.1048|3995|Lecturer, further education|1954-10-14|213168570155|adults_50up_male_urban.json
201-41-1707|3585399739289133|Lynn|Nunez|F|3583 Ricky Summit|South Richmond Hill|NY|11419|40.6868|-73.823|47211|Consulting civil engineer|1976-11-25|446485774752|adults_2550_female_urban.json
518-20-0130|3557912367701973|Shelia|Freeman|F|0346 Ashley Burgs|Chicago|IL|60660|41.9909|-87.6629|2680484|Press sub|1934-08-20|796833792655|adults_50up_female_urban.json
412-23-0076|6516443943203337|Madeline|Clark|F|199 Wheeler Stravenue|Pike Road|AL|36064|32.3357|-86.0959|6753|Barista|1997-05-13|907240938002|adults_2550_female_urban.json
574-03-7273|2238558724313660|Benjamin|Jenkins|M|2311 Timothy Station Apt. 791|Newark|NJ|07103|40.737|-74.1964|277237|Structural engineer|1965-09-20|996194595305|adults_50up_male_urban.json
105-49-2285|2261662368142425|Peter|Smith|M|97888 Mitchell Streets|East Amherst|NY|14051|43.0429|-78.6988|19533|Research officer, political party|1930-10-19|774383222161|adults_50up_male_urban.json
363-08-0437|2240616769310482|Shelley|Hunter|F|07132 Martin Points Apt. 130|Pflugerville|TX|78660|30.4421|-97.6299|68789|Tourist information centre manager|1971-12-12|459553185324|adults_50up_female_urban.json
401-76-4258|4459555900103|Kristina|Thomas|F|0017 Matthew Spur|Waialua|HI|96791|21.5766|-158.1267|8014|Equality and diversity officer|1981-02-08|396578727004|adults_2550_female_urban.json
352-99-3084|6561951850395544|Jared|Garcia|M|61394 Rickey Cliffs|Dover|DE|19901|39.1564|-75.4955|69187|Youth worker|1985-09-23|358604127362|adults_2550_male_urban.json
055-65-1455|4199819758345075535|Roger|Ayala|M|113 Nicole Terrace|Sacramento|CA|95816|38.5728|-121.4675|757530|Arts development officer|1940-07-25|367029193863|adults_50up_male_urban.json
394-43-9629|2670649479157587|Amanda|Meadows|F|413 Haney Well Suite 214|Willis|TX|77378|30.4441|-95.4506|28966|Development worker, community|1990-02-15|180619942449|adults_2550_female_urban.json
092-10-0135|4912011529544|Andrea|Tran|F|451 Gary Ramp|Ogden|UT|84403|41.1894|-111.9489|186422|Engineer, structural|1957-04-01|609603163167|adults_50up_female_urban.json
266-30-2584|38934749685265|Valerie|Mcdowell|F|68903 David Drives|Pinebluff|NC|28373|35.1007|-79.4663|2150|Scientist, audiological|1992-08-31|307192887524|adults_2550_female_rural.json
832-87-4395|3575574132717185|Jeremy|Rice|M|817 James Cape|Blue Springs|MS|38828|34.4273|-88.859|3970|Farm manager|1965-05-09|252450059068|adults_50up_male_urban.json
104-24-2579|3595177654771527|Patricia|Leon|F|057 Christopher Prairie Apt. 757|Wilton|ME|04294|44.5911|-70.2961|3995|Futures trader|2000-11-08|211329981855|young_adults_female_urban.json
839-75-4492|3552879331277502|Mary|Jones|F|913 Laura Station Suite 326|Benoit|MS|38725|33.6448|-91.0338|998|Librarian, public|1998-12-12|61636611594|adults_2550_female_rural.json
702-43-4918|30091435877421|Billy|Gonzalez|M|71613 Ryan Locks|Danville|AR|72833|35.0495|-93.3929|4384|Engineer, structural|1999-06-23|743035848874|young_adults_male_urban.json
